Judul,Content,Category
Guru SDN Gelam 1 Jadi Fasilitator Komunitas Literasi Guru SMP se Nganjuk,"SIDOARJO (RadarJatim.id) — Dinas Pendidikan Kabupaten Nganjuk telah memfasilitasi para perwakilan guru-guru SMP se Kabupaten Nganjuk. Diharapkan mereka bisa membuat antologi puisi siswa dari awal hingga selesai, dan sekaligus membuat Best Practice. Kegiatan yang bertemakan ‘Bimbingan Teknis Literasi Komunitas Belajar Jenjang SMP’ tersebut dibuka langsung oleh Kepala Dinas Pendidikan Nganjuk, Drs. Sopingi, AP., MM selama empat hari, tepatnya mulai tanggal 14, 15 dan 21 Nopember 2023, dan yang sehari dilakukan bimbingan secara Daring di sekolah masing-masing. Ada delapan fasilitator yang dihadirkan, diantaranya Raden Roro Martiningsih, M.Pd dari SMP Muhammadiyah Surabaya, Didin Handoko, S.Pd.Gr  dari MI Darussalam Curah Malang Jombang, Riana Fathonatul Qoidah,M.Pd  dari SMPN 3 Paron,  Ida Yuliasih Herawati, M.Pd dari SMPN 2 Kwadungan, Rheny Puspita Ratih,S.Pd dari SDN Gelam 1 Candi Sidoarjo, Agus Susanto, S.Pd.SD dari SDN Barongsawahan Jombang,  Dra. Ririn Dwiretno Maindah dari SMPN 1 Karanganyar Ngawi dan Nurokhmah Fitrani,S.Pd.SD dari SDN Larangan Candi Sidoarjo. Usai menjadi narasumber, Rheny Puspita Ratih menjelaskan kalau materi yang diberikan diantaranya adalah tentang Pembuatan Antologi Puisi Siswa oleh Guru dari tahap awal hingga akhir. Dari cover, kata pengantar dan seterusnya, termasuk juga pembuatan BP individu oleh Guru. “Jadi, setiap Fasilitator mendampingi 30 peserta guru SMP dari berbagai Mata Pelajaran,” katanya pada Kamis (23/11/2023) siang. “Saya bertugas menjadi Fasilitator dalam Kegiatan Komunitas Literasi tersebut,  membimbing, memberikan materi serta menjadi pendamping dalam menemani bapak/ibu Guru SMP se Kabupaten Nganjuk,” jelas Bu Rheny_sapaan akrabnya. Adapun tujuan akhir diadakan kegiatan ini adalah mengembangkan Budaya Giat Literasi di lingkungan Dinas Pendidikan Kabupaten Nganjuk. “Terutama untuk Guru SMP agar bisa menciptakan karya ber ISBN, yang bisa menghasilkan budaya positif bagi kemajuan Literasi Siswa sebagai peserta didik maupun Guru tersebut,” terangnya.(mad)",Pendidikan
SMAN 1 Tarik Raih Penghargaan Sekolah Aktif Literasi Nasional 2023,"SIDOARJO (RadarJatim.id) — Setelah sukses menggerakkan siswa-siswi dalam berliterasi, hingga bisa mewujudkan beberapa buah buku. Kini SMA Negeri 1 Tarik, Sidoarjo berhasil meraih prestasi yang membanggakan, yakni sebuah penghargaan sebagai Sekolah Aktif Literasi Nasional 2023. Kepala SMA Negeri 1 Tarik, Wiwik Tri Ernawati, S.Sos menuturkan kalau awal giat literasi yang dilakukan adalah sejak tahun 2023 ini.  Dimulai atas saran dari Kepala Sekolah sebelumnya Bapak Ropingi, S.Pd MM untuk mengikuti lomba menulis buku fiksi yang diadakan oleh Nyalanesia Indonesia. Kegiatan positif ini ditindaklanjuti dengan membentuk tim literasi yang beranggotakan guru/pendamping Pak Fachrul, Ibu Asri dan Ibu Pinasthi. “Jadi tim ini bertujuan untuk mendorong dan memotivasi peserta didik agar aktif menulis, baik itu berupa cerpen, fiksi ataupun puisi yang akan diikutkan dalam program GSMB (Gerakan Sekolah Menulis Buku) yang diadakan Nyalanesia,” tutur Wiwik Tri Ernawati, pada (23/11/2023) pagi. Ia katakan, dalam merealisasikan program tersebut, waktu penulisan proyek pembuatan buku dilakukan secara kontinu setiap bulan. Giat literasi untuk pembuatan buku tersebut tidak hanya kontribusi tulisan dari peserta didik saja, tetapi juga  beberapa Bpk/Ibu gurunya juga menyumbang tulisan tersebut. “Judul buku yang sudah dihasilkan yaitu Satu Ruang Tabularasa dan Menara Mimpi. Dari dua buku tersebut, akhirnya SMAN 1 Tarik mendapatkan penghargaan Sekolah Aktif Literasi Nasional Tahun 2023,” jelas Bu Wiwik_sapaan akrabnya. Oleh karena itu, kegiatan literasi ini akan terus dilanjutkan di bawah kepemimpinan Kepala Sekolah yang baru, Wiwik Tri Ernawati, yang juga sebagai penggiat literasi dan aktif menulis di Kompasiana. “Semoga kegiatan ini akan menelorkan buku-buku baru, baik tulisan dari peserta didik maupun dari bapak/ibu guru,” harapnya. Choirunnisa Cahya C.H salah satu siswa mengaku sangat senang mengikuti Lomba Menulis Puisi GSMB, saya sudah dua kali mengikutinya. “Dengan adanya program ini apa yang selama ini saya rasakan dan saya pendam bisa tersampaikan lewat karya puisi saya. Disamping itu, saya juga bisa menambah pengalaman dan juga bisa menciptakan sebuah karya tulis,” ungkap siswi kelas XII MIPA 3 itu. “Menulis adalah salah satu caraku untuk berkomunikasi, mengungkapkan semua hiruk pikuk pikiranku. Menjadi salah satu penulis dalam buku ini adalah suatu kesempatan yang luar biasa. Karena aku dapat berkomunikasi dengan nyaman, terlebih tema yang ditentukan sangat sesuai dengan perasaanku saat itu,” ungkap Ainun Nur Anisah, yang biasa dipanggil Anisah. Menurutku kegiatan menulis di sekolah seperti ini harus dilaksanakan setiap tahunnya, dengan tujuan meningkatkan minat literasi dan menambah wawasan siswa. “Selain itu buku tersebut dapat menjadi simbol baik untuk sekolah. Jadi teman – teman jangan lupa menulis ya….!,” ajaknya.(mad)",Pendidikan
Job Fair SMKN 1 Sidoarjo Diikuti 15 Perusahaan,"SIDOARJO (RadarJatim.id) — Dalam memfasilitasi dunia usaha, dunia industri, dan dunia kerja mendapatkan tenaga kerja terampil, yang sesuai dengan kompetensinya.  SMK Negeri 1 Sidoarjo telah menyelenggarakan Job Fair, pada (22/11/2023) pagi. Kegiatan tersebut diselenggarakan atas kerjasama antara SMK Negeri 1 Sidoarjo, Dinas Tenaga Kerja (Disnaker) Kabupaten Sidoarjo, dan Industri mitra. Sebanyak 15 perusahaan menyediakan 22 posisi jabatan dengan lowongan kerja sebanyak 187 orang. Lowongan tersebut disediakan untuk alumni dan msyarakat umum. Adapun 15 perusahaan yang berpartisipasi adalah PT. Widjaya Teknik, CV. Rahayu Sentosa, CV. Prima Sealindo, PT. Guntner Indonesia, PT. Sarana Agung Sejahtera, PT. Indomarco Prismatama (Indomaret), Hotel Aston, dan Hotel Neo+. Ada juga LPK Nagasaki, PT. Sinar Indogreen Kencana, PT. Sinar Baja Electric, PT. Pesta Pora Abadi (Mie Gacoan), PT. Bambang Djaja, PT. Sumber Alfaria Tri Jaya (Alfamart), dan PT. Makmur Berkah Amanda. Pada saat membuka Job Fair, Kepala Disnaker Kabupaten Sidoarjo, Ainun Amalia mengatakan bahwa industri harus bisa terbuka dengan pencari kerja. Industri harus memberikan informasi sejelas-jelasnya kepada pencari kerja. Terutama terkait status kebekerjaan sebagai tenaga outsorching atau pekerja tetap. “Karena sebagian besar pencari kerja adalah fresh graduate, jadi mereka belum memahami dunia kerja. Kejelasan ini diperlukan agar pencari kerja lebih nyaman dalam bekerja,” katanya. Kepala SMK Negeri 1 Sidoarjo Dhanu Lukmantoro, memberikan apresiasi kepada industri mitra. Sebagai SMK Pusat Keunggulan, SMK Negeri 1 Sidoarjo selalu berkolaborasi dengan dunia industri dan dinas tenaga kerja. “Job Fair ini akan semakin memperkuat kemitraan antara pemerintah daerah, SMK Negeri 1 Sidoarjo, serta dunia usaha, dunia industri, dan dunia kerja. Sehingga terjadi hubungan yang sinergis dan saling memberikan manfaat,” ucapnya. Sementara itu, Ketua Panitia Job Fair, Dian Isdwiyanti menyampaikan bahwa para pencari kerja tidak perlu banyak membawa berkas saat datang ke Job Fair. “Karena sebelumnya, mereka diberi kesempatan untuk mengupload berkas persyaratan sesuai dengan industri yang dipilih. Jadi ketika datang mereka langsung interview dengan industri,” kata Bu Dian, pangggilan akrabnya.(mad)",Pendidikan
LDKS OSIS SMPN 3 Sidoarjo Diisi Pembentukan Pemimpin Berkarakter,"SIDOARJO (RadarJatim.id) — Puluhan siswa telah mengikuti Latihan Dasar Kepemimpinan Siswa (LDKS) SMP Negeri 3 Sidoarjo (Spentigda) di Kampung Coklat Wisata Desa Bumi Mulyo Jati, Dlanggu, Mojokerto, Senin-Selasa (20-21/11/23). Mereka adalah 50 peserta, terdiri dari 35 pengurus OSIS, 6 siswa masing-masing dari pengurus Remaja Masjid dan Palang Merah Remaja (PMR), juga dua siswa dari MPK dan satu siswa perwakilan jurnalis. Dengan harapan mereka nantinya bisa menjadi pemimpin yang berkarakter. Seperti yang telah dituturkan Waka Kesiswaan Spentigda Bekti Setyarini SPd dalam apel pembukaan. Ia katakan kalau LDKS ini bertujuan untuk membentuk kepribadian para peserta didik yang matang. “Yaitu menjadi pemimpin yang berkarakter, demokratis, kreatif, dan inovatif,” katanya. Adapun kegiatannya, di hari pertama, usai pembukaan dan shalat dhuhur berjamaah, para peserta diberikan materi Manajemen Organisasi, yang disampaikan pemateri dari Trainer Wisata Desa BMJ Taufik Purwanto SE. Bakda shalat asar, materi kedua berjudul Program Kerja oleh Luguh Arizal. Materi berikutnya tentang Potensi Diri dan Kecerdasan Manusia oleh Pemateri M Brahma AM, sekaligus membagi para peserta menjadi tiga kelompok besar. Para peserta kemudian diberi tugas dalam waktu sekitar 15 menit untuk latihan menyuguhkan tampilan. Begitu juga saat menjelang tidur, para peserta mendapat materi ESQ (Kecerdasan Spiritual dan Emosional) yang disampaikan Ganal Arief, M.Psi, yang sekaligus mengajak para peserta untuk berkontemplasi dengan mengingat kebaikan yang telah diberikan orangtua, guru, dan orang-orang yang ada di sekitarnya. Beberapa siswa tak kuasa menahan air matanya. Kegiatan hari terakhir,  seluruh peserta menjajal flying fox dengan jarak sekitar 100 meter dan mengikuti outbound yang mengasah kerja sama. Para peserta tampak senang, meski di muka mereka diolesi pasta cokelat dalam outbound. Usai outbound, para peserta LDKS kemudian menuju tempat pembuatan cokelat di galeri Wisata Desa BMJ. Ada sesi renang bersama usai seluruh peserta menyelesaikan seluruh kegiatan di hari kedua tersebut. Salah seorang peserta  Khansa Uffairah mengaku senang. “Seru banget bisa mengikuti kegiatan ini, meskipun di hari pertama saya agak kurang enak badan,” ujar Khansa, pada (22/11/2023) pagi.(mad)",Pendidikan
PC LP Ma’arif NU Sidoarjo Beri Pelatihan Jurnalistik Televisi Pada Siswa Madrasah,"PASURUAN (RadarJatim.id) — Guna membangun budaya literasi bagi siswa-siswa madrasah di wilayah Kabupaten Sidoarjo. Pengurus Cabang Lembaga Pendidikan (PC LP) Ma’arif Nahdlatul Ulama Sidoarjo telah memberikan pelatihan jurnalistis. Dalam hal ini khususnya  pertelevisian. Kegiatan yang mengambil tema ‘Diklat Jurnalistik Televisi’ tersebut, telah diselenggarakan selama dua hari, tepatnya tanggal 21-22 Nopember 2023, di Wisma Bhawana Prigen Pasuruan. Dalam sambutannya, Ketua PC LP Ma’arif NU Sidoarjo Drs. H. Misbahuddin, M.M sangat mendukung dan mengapreasi atas terselenggaranya kegiatan positif untuk siswa madrasah, yakni Diklat Jurnalistik Televisi. “Semoga kegiatan ini bisa dimanfaatkan dengan sebaik-baiknya. Karena ini kesempatan langka, dan tidak semua siswa bisa ikut pelatihan ini,” jelas Abah Misbah_sapaan akrabnya. Ketua Panitia Achmad Wahyudi, M.Pd juga menambahkan dengan membangun budaya literasi, diharapkan siswa madrasah bisa mengambil bagian di tengah zaman digital sekarang. Ia katakana, kalau kegiatan perdana dari PC LP Ma’arif NU Sidoarjo yang kemarin sempat vacum karena pandemi semoga bisa berlanjut. “Diklat Jurnalistik TV ini bertujuan agar madrasah-madrasah, khusunya di wilayah Sidoarjo melek digital serta bisa mem-branding madrasahnya masing-masing lewat kanal-kanal yang tersedia, “  harap Wahyudi. Adapun kegiatan tersebut, diikuti sebanyak 67 siswa, dari Madrasah Ibtidaiyah 11 siswa, Madrsah Tsanawiyah 27 siswa, dan Madrasah Aliyah 29 siswa. Dengan menghadirkan narasumber dari TV9 Nusantara diantaranya Rena Paraswati, Yulia Kamila dan Rohid Khan. Salah satu peserta, Nayyara Alfecca dari MI Ma’arif Pagerwojo mengaku sangat senang dengan acara semacam ini. Menurutnya tips dan trik bagaimana cara menjadi presenter atau MC yang baik sangat berguna untuk berkomunikasi bahakan ketika berhadapan dengan banyak orang. “Saya sangat senang sekali bisa menambah ilmu, menambah pengalaman. Saya harap acara seperti ini tidak cukup sekali, semoga berkelanjutan,” harap Nayyara.(mad)",Pendidikan
"Hadapi Era Digital, MA Maarif Miftahul Ulum Gelar Workshop Digital Marketing untuk siswa-siswi SMP – MTs","GRESIK (RadarJatim.id) Sebagai upaya membekali generasi Z dalam menghadapi era digital, MA Maarif Miftahul Ulum bekerjasama dengan Rumah Vokasi Gresik dan PT Creative Media Surabaya mengadakan Workshop Digital Marketing untuk Generasi Z bagi siswa-siswi kelas 9 se-lingkungan YTPI Miftahul Ulum Melirang Bungah, Gresik. Sebanyak 80 siswa-siswi dari MTs Miftahul Ulum dan SMP Maarif Miftahul Ulum antusias mengikuti kegiatan tersebut. Kegiatan yang dilaksanakan pada Rabu, 22 November 2023 di Musalla YTPI Miftahul Ulum ini memaparkan beberapa materi dasar seperti fotografi yang meliputi teknik pengambilan angle foto dan penataan objek foto yang baik. Selanjutnya, materi terkait penggunaan aplikasi canva sebagai media branding product dan marketing online melalui instagram business juga diberikan. Materi yang disampaikan oleh Hadi Sisyanto dan Falya C. Ayza dari Tim Creative Media mampu menarik minat peserta workshop. Hal ini dibuktikan dengan hasil praktik yang cukup membanggakan. Siswa diajak praktik langsung dengan menggunakan ponsel yang dibawa. Narasumber dengan telaten mendampingi seluruh siswa-siswi mulai dari pengambilan foto, pembuatan media promosi di aplikasi canva, dan membuat akun instagram business. Hasil workshop diunggah di akun masing-masing dengan hashtag #workshopasik2023 sehingga dapat dilihat oleh seluruh masyarakat. “Selain sebagai upaya pengenalan dasar ilmu digital marketing, MA Ma’arif Miftahul Ulum juga memberikan gambaran bahwa ponsel dapat menghasilkan income jika digunakan dengan cara yang baik. Kebetulan di lembaga kami juga ada kelas vokasi fotografi. Harapannya, siswa-siswi SMP dan MTs yang tertarik dengan bidang ini dapat bergabung dengan kami untuk belajar bersama lebih lanjut,” ujar Noura Nahdliyah selaku ketua PPDB MA Maarif Miftahul Ulum. Beberapa reward juga diberikan saat workshop ini, antara lain pulsa on the spot, gift menarik dari PT. Creative Media, dan lainnya. Ahmad Munir selaku Kepala Madrasah menambahkan quote menarik sebagai closing statement. “Setetes ilmu pengetahuan dan keterampilan yang dibekalkan kepada anak didik kita lebih berharga daripada dunia seisinya,” katanya. (RJ/RED)",Pendidikan
Kepala Sekolah se Sidoarjo Diminta Garap 10 Pemajuan Kebudayaan,"SIDOARJO (RadarJatim.id) — Kepala Dinas Pendidikan dan Kebudayaan (Dikbud) Sidoarjo meminta kepada seluruh kepala sekolah, baik negeri ataupun swasta yang ada di wilayah Sidoarjo untuk menggarap, memajukan kebudayaan. Tidak cukup digarap tampilannya saja, tetapi juga ditulis agar bisa abadi. Itulah permintaan Kepala Dikbud Sidoarjo Dr. Tirto Adi, M.Pd saat menghadiri ‘Gelar Loro Pangkon’ di SMP Negeri 1 Tanggulangin, Sidoarjo pada (18/11/2023) lalu. Menurutnya, permintaan itu sesuai dengan amanat UU No. 5 tahun 2017 tentang Pemajuan Kebudayaan. Dalam pasal 5, objek kebudayaan itu meliputi, Tradisi Lisan, Manuskrip, Adat Istiadat, Ritus, Pengetahuan Tradisional, Teknologi Tradisional, Seni, Bahasa, Permainan Rakyat dan Olahraga Tradisional. Ia tegaskan, dari 10 Pemajuan Kebudayaan tersebut, saya minta  tolong digarap  oleh masing-masing kepala sekolah di Sidoarjo. “Bisa ambil salah satu, salah dua, atau ambil beberapa juga boleh, tentu saja yang paling dekat di lingkungannya. Jangan sampai kebudayaan sekitar tidak kenal, malah ambil kebudayaan yang lebih jauh, lucu kan,” tegas Pak Tirto_sapaan akrabnya. “Garapnya jangan hanya ditampilkan saja, tentu saja harus di videokan, dan yang lebih penting harus ditulis. Sesuatu yang diucapkan itu akan lenyap, sesuatu yang ditampilkan akan hilang setelah upacara selesai. Tetapi sesuatu itu kalau ditulis, itu akan abadi,” tegasnya.(mad)",Pendidikan
Karya Siswa SMAN 1 Taman ‘DELTACONNECT’ Juara I  Tingkat Nasional 2023,"SIDOARJO (RadarJatim.id) — Karya siswa SMA Negeri 1 Taman Sidoarjo berhasil meraih prestasi yang sangat membanggakan, yakni sebuah aplikasi ‘DELTACONNECT’ raih juara 1 dalam ajang lomba  ‘Multimedia and Game Event 9 (MAGE 9) 2023’ yang diselenggarakan oleh  Faktultas Teknik Komputer ITS, pada (19/11/2023). Dialah Yuke Briliant Hestiavin dan Namira Nuril Almas dari kelas XII MIPA 2 SMA Negeri 1 Taman, yang berhasil menciptakan aplikasi tersebut. Sehingga meraih prestasi juara I untuk Kategori Application Development Competition siswa Tingkat Nasional 2023. Yuke Briliant menjelaskan kalau ‘DELTACONNECT’ ini merupakan aplikasi yang terinspirasi dari masyarakat Sidoarjo. Masyarakat Sidoarjo saat menyampaikan aspirasinya hanya melalui telepon saja, sehingga tidak dapat memantau aspirasi mereka ditanggapi sampai sejauh mana. “Itulah awal mula aplikasi terwujud,” ungkap Yuke Briliant, pada Senin (20/11/2023) pagi. Menurutnya, aplikasi tersebut dibuat karena memang belum adanya aplikasi pengaduan dan pengusulan tentang infrastruktur di wilayah Sidoarjo. Oleh karena itu, aplikasi ini dapat menjebatani aspirasi masyarakat, pemerintah Kabupaten Sidoarjo dan dinas yang terkait. “Sehingga pembagunan di wilayah Sidoarjo lebih tepat sasaran, dan pemerintah lebih cepat dalam menanggapi aspirasi masyarakatnya. Dengan aplikasi ini masyarakat dapat mematau pengaduan dan usulan pembangunan mereka telah ditanggapi oleh pejabat terkait, sampai sejauh mana,” jelasnya. Namira Nuril Almas juga menambahkan kalau pembuatan aplikasi tersebut memerlukan waktu sekitar dua bulan lamanya. Lomba tersebut telah diikuti oleh siswa SMA dan SMK se Indonesia, dan Alhamdulillah kami berhasil masuk  5 besar. Langsung dilakukan pameran dan penilaian, pada (19/11/2023) di Gedung Robotika ITS Surabaya. “Syukur kami berhasil meraih juara pertama,” ungkap Namira yang didampingi Lailis Safitri, S.Pd selaku Pranata Lab SMA Negeri 1 Taman Sidoarjo. “Harapannya aplikasi ini dapat dimanfaatkan dan digunakan oleh Pemerintah Kabupaten Sidoarjo. Dan kedepannya tentu ada pengembangan lebih lanjut sesuai dengan kebutuhan di lapangan,” harap Lailis Safitri.(mad)",Pendidikan
"Tumbuhkan Jiwa Santri Menjadi Leader, SMP DAFI Luncurkan Program ILP 2023","SURABAYA (RadarJatim.id) SMP Islam Terpadu Darul Fikri atau biasa dikenal dengan sebutan SMP DAFI ini sangat berkonsentrasi mempersiapkan generasi santri menjadi seorang leader di masa yang akan datang yakni seperti visi DAFI Pesantren Al Qur’an Science yakni : Mewujudkan Generasi Calon Pemimpin Indonesia yang Hafal Al Qur’an, Berjiwa Nasionalis dan Berkompetensi Global. Kegiatan yang mengusung tema “Tumbuhkan Jiwa Pemimpin, Tingkatkan Rasa Nasionalisme”. Program ILP (Indonesian Leadership Program) ini adalah salah satu program unggulan SMP DAFI dalam mempersiapkan generasi santri memimpin peradaban masa mendatang. Kegiatan ini dilaksanakan pada tanggal 15 November 2023 dengan mengunjungi berbagai instansi pemerintahan maupun ormas besar islam. Seperti Gedung Pemerintah Provinsi Jawa Timur, Gedung Pimpinan Wilayah Muhammadiyah Provinsi Jawa Timur dan Gedung Pimpinan Wilayah Nadhalatul Ulama Provinsi Jawa Timur. Ketua ILP 2023 Reza Ardiansyah Maheda, S.Si. menyampaikan bahwa hal yang melatarbelakangi kegiatan ini dilaksanakan adalah karena sebentar lagi kita memasuki tahun demokrasi, kesadaran para santri terkait demokrasi perlu ditanamkan sejak dini. harapannya, kedepannya mereka bisa bijak dalam mengambil keputusan dan juga ikut bersama-sama menjaga demokrasi yang ada di negara ini. Pihaknya menanggapi bahwa para santri SMP DAFI memiliki rasa ingin tau anak-anak terkait demokrasi dan keorganisasian sangat tinggi. Banyak sekali pertanyaan yang mereka ingin tanyakan namun karena keterbatasan waktu akhirnya hanya beberapa yang sudah terjawab. Semoga kegiatan ini menjadi pemantik rasa ingin tahu mereka sehingga nantinya mereka akan lebih dalam lagi mencari pengetahuan pada kesempatan-kesempatan yang lain. Koordinator Acara ILP, Nur Laili Fajriati, S.Pd. melaporkan jumlah peserta santri putra dan putri kelas 9 SMP DAFI mencapai 158 anak. Beliau menuturkan bahwa rencana yang telah disusun ke tiga tempat tersebut tidak hanya ke tujuan seperti Kantor Pemerintah Provinsi Jawa Timur, Kantor PWNU, dan Kantor Pimpinan Wilayah Muhammadiyah Jawa Timur agar para santri Diselingi juga eksplore ke alun” untuk refreshing anak”. Selain itu, beliau melihat reaksi para santri sangat excited. Bahkan tidak hanya untuk ajang belajar di luar kelas, mereka juga bisa sedikit refreshing dengan mengunjungi alun-alun Kota Surabaya. Kemudian, Ustadzah Laili menyampaikan hal yang paling menarik bagi para santri saat melaksanakan kegiatan ILP adalah saat santri mencoba mencari jawaban dari berbagai perspektif di berbagai tempat. Seperti tipe pemimpin ideal menurut 3 narasumber berbeda di tempat yang berbeda. Kepala SMP DAFI Uswatun Aisah, S.Pi.,S.Pd.,Gr. menyampaikan harapannya bahwa kegiatan ILP ini dapat memberikan pengalaman mendalam bagi murid, dan memupuk jiwa nasionalisme dgn mengenal, mengunjungi dan dialog interaktif di area pemerintahan Provinsi Jawa Timur, serta mengunjungi 2 ormas besar Indonesia, yaitu NU dan Muhammadiyah. “ILP juga melatih ketrampilan berelasi, kesaradaran sosialnya bagi murid,” katanya. (RJ/RED)",Pendidikan
"Bangun Cakrawala Budaya,  SMP DAFI Jelajah Sejarah dan Belajar Budidaya Tanaman","SIDOARJO (RadarJatim.id) SMP Islam Terpadu Darul Fikri atau biasa dikenal dengan sebutan SMP DAFI ini sangat serius memberikan pembelajaran dalam program penguatan profil pelajar pancasila (P5) dalam kurikulumnya. Kegiatan P5 ini mengusung tema “Sinaoe Sedjarah lan Nandoer Sajoer” ini memiliki dampak yang luar biasa dalam membangun mental dan karakter para santrinya. Sekolah yang terletak di Jalan Baitul Mustaqim No. 1 Ds Sarirogo 14/3 Kec. Sidoarjo, Kabupaten Sidoarjo ini telah sukses menyelenggarakan acara pembelajaran di luar sekolah (outdoor learning) pada tanggal 15 November 2023 lalu dengan melakukan penjelajahan tempat Sejarah di Museum Mpu Tantular, Candi Pari, Candi Sumur, dan Puspa Lebo. Ketua Panitia Eka Reski Fauziah, S.Pd.,Gr mengatakan bahwa kegiatan ini diikuti oleh seluruh santri putra dan putri kelas 7 SMP saja. Beliau juga menyampaikan latar belakang mengapa kegiatan ini dilaksanakan adalah sebagai wujud aksi nyata Proyek Penguatan Profil Pelajar Pancasila dengan tema kearifan lokal. Dengan adanya kegiatan ini diharapkan peserta didik lebih mengenali budaya setempat yakni daerah Sidoarjo. Selain itu, beliau selaku ketua kegiatan juga menanggapi bahwa Kegiatan berjalan sukses dan menyenangkan. Kegiatan luar kelas bukan berarti peserta didik tidak bisa belajar. Pembelajaran yang bermakna bisa memberikan kesan yang baik kepada peserta didik. Pembelajaran luar kelas ini nantinya akan dilanjutkan dengan aktivitas pembuatan buku cerita inspiratif dan puisi berdasarkan pengalaman pembelajaran luar kelas ini. Sedangkan Lukman Setiawan, S.Pd. selaku Koordinator Acara menyampaikan bahwa rencana kegiatan ini sukses karena disusun mulai dari membentuk kepanitiaan yang terdiri dari beberapa wali kelas 7 serta Waka kurikulum, kemudian menghubungi pihak atau petugas dari tempat-tempat yang akan kita kunjungi, membuat rundown yang jelas, serta pengawalan kegiatan dari tim wali kelas supaya kegiatan berjalan tepat waktu dan sesuai rundown. Jumlah peserta yang ikut serta dalam kegiatan ODL Kelas 7 SMP ini mencapai 99 santri yang tergabung dari putra dan putri. “Santri sangat antusias mengikuti kegiatan ODL ini, mereka bisa mempelajari benda-benda bersejarah di Museum Mpu Tantular,  berpetualang di situs peninggalan sejarah berupa Candi yaitu Candi Pari dan Candi Sumur, mereka juga mencari tahu asal usul berdirinya candi-candi tersebut, dan yang terakhir yaitu mereka belajar membudidayakan tanaman di Puspa lebo,” katanya. Selain itu, kegiatan ini di nilai sangat menarik perhatian. Diantaranya hal yang paling menarik ketika mereka diajarkan untuk menanam cabe di Puspa Lebo serta diajak berkeliling di area tersebut untuk melihat dan mengamati pembudidayaan berbagai macam tanaman, hal tersebut masih terintegrasi dengan proyek kelas jenjang 7 yang bertema Our Cultvation, dimana mereka merencankan dari awal  pembudidayaan tanaman untuk kelasnya masing-masing. “Jadi dengan adanya ODL ke Puspa lebo tersebut menjadi modal utama bagi anak-anak untuk terus termotivasi membudidayakan tanaman dengan cara yang sudah mereka pelajari sendiri,” tambahnya. Kepala SMP DAFI Uswatun Aisah, S.Pi.,S.Pd.,Gr menyampaikan harapannya setelah kegiatan ODL ini adalah memberi pengalaman konkrit pada murid dari apa yang sudah di pelajari di sekolah, sehingga mereka dapat mengimplementasikan dalam kehidupan sehari-hari. (RJ/RED)",Pendidikan
